7	 -81.6500	-148.7750	 603.80
20	 -77.9167	 170.8167	   0.00
34	 -74.7917	 -71.4917	1589.00
37	 -74.0167	  43.0250	3321.40
38	 -73.2000	-127.0500	   0.00
41	 -71.8917	 171.1667	  30.00
42	 -71.2083	  31.4917	-999.00
63	 -61.9170	 -57.5830	  17.70
64	 -61.0170	 -59.4330	   7.90
81	 -25.5167	 -54.5833	 160.36
88	 -20.5000	 -29.3167	   1.76
91	 -18.8000	  47.4833	1369.76
93	 -17.5750	 -69.4333	4066.32
94	 -15.9333	  -5.6667	  43.36
100	 -12.8000	  45.2750	  69.56
107	  -8.5500	 126.5670	 550.00
115	  -6.2000	 -77.8500	1626.44
120	  -4.6667	  55.5167	   0.04
131	  -2.0667	 147.4333	   0.20
134	  -1.3833	 -48.4833	   2.44
141	   0.0000	 147.0000	   0.00
142	   0.1333	 -67.0833	  88.60
148	   1.4000	 -77.2750	1893.76
151	   3.5500	 -76.3833	 708.36
154	   4.0000	 -38.0000	   0.00
158	   4.7083	 -74.1500	2309.48
172	  14.5000	 -53.0170	   3.00
173	  14.5000	 -46.0000	   3.00
174	  14.6000	 -56.2000	   0.00
175	  14.7333	 -17.5000	  31.92
176	  14.9830	 -79.9830	   3.00
177	  14.9830	 -74.9830	   3.00
183	  18.4167	  -0.0083	-999.00
193	  21.8667	 -84.9500	   1.32
195	  22.0170	 -94.0500	   3.00
198	  23.0833	  57.6333	1900.16
209	  25.2500	  51.5667	   9.68
210	  25.3333	  55.5167	  24.48
211	  26.0500	 -83.0670	   0.00
212	  26.1330	 -96.3000	   3.00
213	  26.2667	  50.6333	   2.60
215	  27.1500	 -82.9500	   0.00
216	  27.4170	 -92.5670	   3.00
217	  27.4670	 -83.7170	   0.00
218	  27.5000	 -90.4670	   0.00
219	  27.5170	 -94.0330	   3.00
220	  27.9000	 -93.6000	   3.00
221	  27.9330	 -13.0000	   4.90
222	  28.3000	 -83.3000	   0.00
223	  28.9500	 -13.6083	  63.60
224	  29.0000	 -94.9000	   0.00
227	  29.2167	  47.9750	  42.04
232	  30.0000	 -88.6000	   3.00
238	  32.2670	 -80.4000	   3.00
240	  32.5000	-118.0000	   3.00
241	  32.5170	 -79.3330	   3.00
245	  33.3000	 -78.1330	   3.00
248	  33.6500	-120.2000	   3.00
250	  34.0000	 -77.7170	   3.00
251	  34.4830	 -77.2830	   3.00
252	  34.5330	  69.1830	1800.00
256	  35.6833	  51.3333	1167.58
260	  36.7667	-119.7167	  98.68
270	  39.0830	 -74.7170	  10.00
271	  39.3670	 -74.4170	  15.00
274	  39.6000	 -74.2000	  10.00
276	  39.8667	-104.6667	1620.32
278	  40.4750	  44.1750	3300.28
281	  40.8830	 -73.7330	   4.00
282	  40.9500	 -73.5670	   0.00
283	  41.0000	 -72.6500	   0.00
285	  41.2917	   2.0750	   1.60
295	  42.3500	  21.2500	 595.00
296	  42.4080	  19.2830	  45.00
297	  42.4270	  21.1500	 657.00
298	  42.4330	 -82.6670	 178.00
300	  42.5170	 -70.5670	   0.00
301	  42.5170	  22.2830	1176.00
302	  42.5670	  21.0330	 559.00
303	  42.7330	-124.8330	   0.00
304	  42.9000	 -79.5830	 180.00
308	  43.0500	  44.6500	 635.00
309	  43.1330	  21.2670	 380.00
310	  43.1830	 -70.4170	   0.00
312	  43.4830	 -67.8830	   0.00
313	  43.5670	 -70.0500	   0.00
314	  43.6170	 -77.4000	  75.00
315	  43.7170	 -69.3500	   0.00
318	  43.8670	  18.3000	 494.00
319	  43.9000	  19.7000	 904.00
320	  44.0500	 -69.0000	   0.00
321	  44.1000	 -68.1170	   0.00
322	  44.2670	 -67.3170	   4.00
325	  44.5500	  19.2330	 121.90
329	  44.8830	 -67.0170	   0.00
330	  44.9170	  20.2830	  81.00
331	  44.9500	 -80.6170	 176.00
334	  45.2500	  19.8670	  87.00
335	  45.3000	  20.8000	 401.00
336	  45.3331	  19.8500	  84.00
338	  45.5330	 -82.0670	 176.00
340	  45.8830	-125.7670	   4.00
341	  45.8833	  15.9667	 385.77
344	  46.0500	 -82.6330	 180.00
345	  46.2330	 -79.7170	 176.00
346	  46.2750	  47.9750	 -17.60
347	  46.3500	 -63.1667	  30.04
350	  46.5167	  39.3500	  60.20
352	  46.8500	 -68.6330	   0.00
353	  46.9500	 142.7083	  28.28
354	  47.0167	  28.9833	 128.96
359	  48.3330	-123.1670	   3.00
362	  48.5000	-124.7000	   3.00
364	  48.5500	   7.7670	 139.00
367	  48.9333	 -54.5667	  66.60
372	  49.7000	 -94.5330	 323.00
375	  50.3000	 -74.2000	   0.00
377	  50.3667	 108.7500	 807.32
379	  50.4500	   6.1070	 564.00
380	  50.7000	-120.4250	 530.36
382	  50.8000	 -96.7170	 217.00
386	  51.1830	   6.2130	  67.00
387	  51.2830	 -10.5500	   3.00
388	  51.3170	 179.0830	   3.00
390	  51.6170	-172.0170	   0.00
391	  51.6500	  -6.7000	   5.00
395	  51.8000	  87.2667	 575.84
398	  52.2667	 133.9833	 928.92
399	  52.3833	 140.4667	 137.96
403	  52.6667	  84.9167	 221.88
406	  53.2000	 -98.8330	 217.00
408	  53.3000	   2.9170	   0.00
410	  53.4170	   2.9170	   0.00
411	  53.4833	  42.6333	 115.04
414	  53.9170	-160.8000	   3.00
415	  53.9667	-101.1000	 263.12
418	  54.1167	 159.9833	  21.28
420	  54.2167	  96.9667	1072.72
425	  54.8333	 137.5333	   7.76
427	  55.0000	 -10.0000	   5.00
429	  55.6833	  12.5417	   6.24
430	  55.8000	-150.0000	   0.00
432	  55.9500	  98.0000	 320.84
433	  56.0333	  92.7500	 292.84
434	  56.0500	-152.4500	   3.00
439	  56.2667	  44.0000	 164.52
440	  56.5830	-136.1670	   0.00
441	  56.5833	 121.4833	 536.68
442	  56.8000	   1.7000	   0.00
445	  57.0167	  28.9000	 109.68
446	  57.0833	 156.7500	   7.48
447	  57.1000	   2.2000	   0.00
448	  57.1170	   1.0000	  30.00
450	  57.4000	   1.3000	   0.00
454	  58.0000	   1.1000	   0.00
456	  58.1000	   0.1000	   0.00
457	  58.2000	   0.0170	   0.00
459	  58.4000	  -0.1000	   0.00
461	  58.4167	-130.0083	 897.12
463	  58.7167	 -94.0667	   3.88
466	  59.2167	  78.2333	  58.60
467	  59.6830	-143.4170	   0.00
468	  60.0167	-111.9167	 204.32
469	  60.1167	-128.8167	 716.00
471	  60.3500	  84.0833	 101.04
472	  60.3833	  93.0667	 539.28
475	  60.5170	  28.2500	   0.96
476	  60.6000	   1.7000	   0.00
477	  60.7670	-148.2000	   3.00
479	  61.0170	   1.1170	   0.00
480	  61.1000	 -94.0667	   0.76
483	  61.7500	-121.2333	 147.96
487	  63.1500	  87.9583	  30.96
489	  63.7417	 -68.5417	   5.12
491	  64.2167	 -76.5167	  19.48
492	  64.2167	 164.2333	 330.40
493	  64.3167	 -96.0000	   6.48
494	  65.2750	-126.7500	  43.64
500	  67.4667	  78.7333	   7.44
501	  67.5250	 -64.0167	 142.24
502	  67.6833	  72.9167	   5.68
503	  67.8167	-115.1333	  10.36
504	  68.0000	-172.0000	   0.00
505	  68.1167	 164.1500	 214.56
506	  68.3167	-133.5167	  63.72
507	  68.3330	-176.2830	   0.00
508	  68.4333	 -89.7167	 275.44
509	  68.5250	 -89.7833	 127.48
510	  68.6333	 -95.8500	  32.32
511	  68.7750	 -81.2417	   1.68
512	  69.1000	-105.1333	   9.04
513	  69.1000	  76.8333	  16.20
514	  69.8833	 176.0833	   0.00
516	  70.4667	 -68.5167	  46.04
517	  71.2500	-151.8170	   3.00
519	  72.3000	 146.9830	   0.32
520	  74.2500	  86.5000	   0.20
522	  77.5330	-152.8830	   3.00
524	  79.0830	-160.1170	   3.00
525	  80.1330	-179.6330	   3.00
527	  81.9000	 -94.4170	   3.00
528	  82.5000	 -62.3167	  13.64
529	  83.7000	-140.2670	   3.00
534	-999.0000	-999.0000	-999.00
535	-999.0000	-999.0000	-999.00
536	-999.0000	-999.0000	-999.00
538	-999.0000	-999.0000	-999.00
540	-999.0000	-999.0000	-999.00
541	-999.0000	-999.0000	-999.00
543	-999.0000	-999.0000	-999.00
544	-999.0000	-999.0000	-999.00
546	-999.0000	-999.0000	-999.00
547	-999.0000	-999.0000	-999.00
549	-999.0000	-999.0000	-999.00
550	-999.0000	-999.0000	-999.00
553	-999.0000	-999.0000	-999.00
554	 -26.7220	  30.9120	 956.00
555	-999.0000	-999.0000	-999.00
556	-999.0000	-999.0000	-999.00
558	-999.0000	-999.0000	-999.00
559	-999.0000	-999.0000	-999.00
560	-999.0000	-999.0000	-999.00
561	-999.0000	-999.0000	-999.00
562	-999.0000	-999.0000	-999.00
566	-999.0000	-999.0000	-999.00
568	-999.0000	-999.0000	-999.00
569	-999.0000	-999.0000	-999.00
570	-999.0000	-999.0000	-999.00
571	-999.0000	-999.0000	-999.00
572	-999.0000	-999.0000	-999.00
573	-999.0000	-999.0000	-999.00
574	-999.0000	-999.0000	-999.00
575	-999.0000	-999.0000	-999.00
576	-999.0000	-999.0000	-999.00
577	-999.0000	-999.0000	-999.00
578	-999.0000	-999.0000	-999.00
579	  37.7980	-122.3930	  10.00
582	-999.0000	-999.0000	-999.00
583	-999.0000	-999.0000	-999.00
585	-999.0000	-999.0000	-999.00
587	-999.0000	-999.0000	-999.00
588	-999.0000	-999.0000	-999.00
590	-999.0000	-999.0000	-999.00
593	-999.0000	-999.0000	-999.00
595	-999.0000	-999.0000	-999.00
597	-999.0000	-999.0000	-999.00
598	-999.0000	-999.0000	-999.00
599	-999.0000	-999.0000	-999.00
600	-999.0000	-999.0000	-999.00
601	-999.0000	-999.0000	-999.00
604	-999.0000	-999.0000	-999.00
606	-999.0000	-999.0000	-999.00
608	-999.0000	-999.0000	-999.00
609	-999.0000	-999.0000	-999.00
610	-999.0000	-999.0000	-999.00
611	-999.0000	-999.0000	-999.00
612	-999.0000	-999.0000	-999.00
